HRG,ats,HRG
HRG,azsyn,HRG
HRG,bi,HRG
HRG,enwisen,HRG
HRG,galen,HRG
HRG,glint,HRG
HRG,hcaps,HRG
HRG,kronos,HRG
HRG,landmark,HRG
HRG,lawson,HRG
HRG,misc,HRG
HRG,nursing,HRG
HRG,precheck,HRG
HRG,rdm,HRG
HRG,taleo,HRG
HRG,tms,HRG
OPS,asd,ASD
OPS,cr,CR
OPS,edwma,MA
OPS,facilityscheduler,PI
OPS,ma,MA
OPS,misc,PI
OPS,navadhoc,CR
OPS,opol,CR
OPS,plus,PI
OPS,staffinggrid,PI
OPS,varianedw,CR
